H00300,300收益
930748,沪深300USD
H50006,180医药
931799,国寿资产ESG绿色低碳1
H11057,石化产业
930740,300红利LV
CES280,中华280
H50005,180消费
H30263,腾讯济安
000859,国企一带一路
931646,SHS新消费
931725,中华联合优质成长
H30022,800银行
931023,北京50
931842,半导体15USD
930928,CR新动能
931159,创新100
H50024,沪可选红
930625,SHS互联网
H50011,沪环渤海
H50002,180材料
931697,消费50策略
H30060,AMAC金属
931165,新兴科技100
950106,上证创新
931477,华夏银行ESG
931375,300质量低波
H30359,转型成长
931718,高端造质量成长50
930986,金融科技
H30531,精工制造
931403,品牌工程
931442,SHS科技100
930852,量子通信
H50023,沪工业红
H30274,200稳定
930936,国开成长
930782,500SNLV
H11054,装备产业
H11043,AMAC交运
931841,新能车15USD
H50032,沪城交通
931139,CS消费50
H30044,AMAC纺织
H50037,上证城镇
930903,中证A股
H30062,AMAC专用
950107,380创新
H50012,沪长三角
950096,上海国企
930640,CSWD重组
930749,沪深300USD(CNH)
931476,ESG 120策略
H30083,300反向
931522,央企新动能
H30404,300日报酬反向
931072,全球中国互联网HKD
931086,MG新经济AUD
H50046,180反向
H30597,新材料
931000,大湾区
931461,电子50
950081,180碳效
930882,CS珠三角
931582,数字经济
933000,沪深300(净)HKD(CNH)
930703,福建50
931496,交银理财大湾区
H50015,沪西部
930599,中证高装
H50055,沪大农业
930712,CS物联网
H50009,180通信
931652,厦门指数
950082,上海改革
H30065,AMAC电气
931554,长江保护
H30184,半导体
H50035,沪智交通
930776,CS增持
931655,广银理财沪港深科技龙
931495,工业互联
930715,CS朝阳88
H30318,科技传媒通信150
931160,通信设备
930846,300SNLV
990001,中华半导体芯片
931695,成渝经济圈
H50039,上证TMT
930984,MG新经济
931167,先进制造100
931575,SHS物联网
H50047,180反两
H30007,芯片产业
H11045,AMAC批零
H30257,500信息
931559,苏银理财长三角
H50016,沪东北
930622,CSSW白酒
930717,SHS中国教育
931068,消费龙头
931584,高端造100
930751,中证500USD(CNH)
H30363,基本500
930773,100反向
931456,中国教育
H30552,沪港深通TMT
H30273,200动态
H30205,饮料指数
H30049,AMAC造纸
931409,SHS创新药
H30252,500工业
H30533,中国互联网50
H50033,沪城消费
931696,科技50策略
H30039,AMAC公共
931591,1000成长创新
931494,消费电子
931468,红利质量
930850,智能制造
H30537,淘金100
H30042,AMAC食品
H30046,AMAC皮革
930652,CS电子
930604,中国互联网30
931372,浙江国资
931079,5G通信
930729,银智100
931033,杭州湾区
931719,CS电池
931746,储能产业
H50027,沪金融红
931380,科技50
931008,汽车指数
H30037,AMAC商务
931556,建行资管高端制造
H30061,AMAC通用
931478,苏州绿色发展
930653,CS食品饮
930820,CS高端制
931574,港股科技
H11052,智能电车
H50010,180公用
H30066,AMAC电子
H30373,百发100
931087,科技龙头
930648,CS智消费
931163,浙江100
930633,中证旅游
931393,湖北指数
H50017,沪信息业
931441,AI 50
931187,科技100
931071,人工智能
H30059,AMAC有色
930720,CS互医疗
930875,空天军工
931406,5G 50
931524,SHS科技龙头
930758,凤凰50
H30067,AMAC仪表
930708,中证有色
931573,HKC科技
930997,新能源车
931065,财通浙30
930713,CS人工智
H30031,800有色
930697,家用电器
930774,100反两
H50031,沪绿色城
930725,CS车联网
931144,通信技术
H30053,AMAC化学
930598,稀土产业
931520,科技50领先
930766,CS民参军
930614,环保50
930835,环保专利
931593,科技领先
H50053,上证移动
H30372,中证安全
H50036,上证军工
H30064,AMAC运输
H30590,机器人
930726,CS生医
H50038,沪智慧城
931521,航空航天
931596,SHS张江50
931186,中证科技
H50028,沪信息红
930777,CS定增
930721,CS智汽车
931672,风电产业
931637,HKC互联网
931026,HKC TMT
H30217,医疗器械
930651,CS计算机
930902,中证数据
H30255,500医药
H30063,AMAC汽车
930662,CS现代农
H50030,沪公用红
930629,CSSW健康
931487,SHS人工智能50
931585,卫星导航
930707,中证畜牧
H11041,AMAC公用
931698,医药50策略
930791,CS医药TI
H50004,180可选
950049,G60成指
H11050,AMAC综企
H50008,180信息
H30041,AMAC农副
931440,创新药30
930641,中证中药
H30344,健康产业
H30015,800汽车
930851,云计算
931469,云计算50
CESG10,中华博彩指数
931643,科创创业50
930910,农牧渔
H30178,医疗保健
931166,医药健康100
H50026,沪医药红
930601,中证软件
930743,中证生科
931470,SHS云计算
931151,光伏产业
931136,深圳科技
H30036,AMAC餐饮
H30050,AMAC印刷
930632,CS稀金属
931152,CS创新药
H30202,软件指数
931140,医药50
H30054,AMAC医药
H30199,电力指数
930719,CS精准医
931484,CS医药创新
H11030,AMAC农林
H30040,AMAC社会
000022,沪公司债
000116,信用100
H11080,HGSZ AAA
H11083,HGSZ 1-3
H11084,HGSZ 3-5
H11082,HGSZ AA
H11081,HGSZ AA+
000101,5年信用
399299,深信中低
000061,沪企债30
H11086,HGSZ7-10
H11085,HGSZ 5-7
